"","yy","mm","dd","hh","mm_2","wdir","wspd","gst","wvht","dpd","apd","mwd","pres","atmp","wtmp","dewp","vis","tide"
"850",2024,"02","05","17","08",170,7.2,99,99,99,99,999,1009.7,12.4,13.8,999,99,99
"851",2024,"02","05","18","18",140,7.7,99,99,99,99,999,1010,12.3,13.8,999,99,99
"852",2024,"02","05","19","18",120,5.1,99,99,99,99,999,1010.1,11.9,13.9,999,99,99
"853",2024,"02","05","20","08",140,4.1,99,99,99,99,999,1009.7,12.3,13.9,999,99,99
"854",2024,"02","05","20","58",190,2.1,99,99,99,99,999,1009.1,12.7,14,999,99,99
"855",2024,"02","05","21","58",190,5.1,99,99,99,99,999,1008.5,13.2,14,999,99,99
"856",2024,"02","05","22","58",240,3.1,99,99,99,99,999,1008.3,13.1,14,999,99,99
"857",2024,"02","05","23","58",280,4.6,99,99,99,99,999,1009.1,11.2,14,999,99,99
"858",2024,"02","06","00","58",310,1.5,99,99,99,99,999,1009.1,11.4,14,999,99,99
"859",2024,"02","06","01","58",0,0,99,99,99,99,999,1007.7,11.7,14,999,99,99
"860",2024,"02","06","02","58",130,0.5,99,99,99,99,999,1008,11.8,13.9,999,99,99
"861",2024,"02","06","03","58",0,0,99,99,99,99,999,1008.4,12,13.9,999,99,99
"862",2024,"02","06","04","58",0,0,99,99,99,99,999,1008.4,12,13.9,999,99,99
"863",2024,"02","06","05","58",20,2.1,99,99,99,99,999,1008.2,12.1,13.9,999,99,99
"864",2024,"02","06","06","58",30,2.6,99,99,99,99,999,1008.1,11.7,13.8,999,99,99
"865",2024,"02","06","07","58",40,2.1,99,99,99,99,999,1007.9,11.7,13.8,999,99,99
"866",2024,"02","06","09","18",30,1.5,99,99,99,99,999,1007.8,11.9,13.8,999,99,99
"867",2024,"02","06","10","18",10,3.1,99,99,99,99,999,1007.6,11.1,13.8,999,99,99
"868",2024,"02","06","11","18",10,2.6,99,99,99,99,999,1007.1,11,13.8,999,99,99
"869",2024,"02","06","12","18",10,2.6,99,99,99,99,999,1006.9,11,13.8,999,99,99
"870",2024,"02","06","13","18",360,1.5,99,99,99,99,999,1006.7,11.2,13.8,999,99,99
"871",2024,"02","06","14","18",40,3.1,99,99,99,99,999,1006.5,11.3,13.8,999,99,99
"872",2024,"02","06","15","18",360,1.5,99,99,99,99,999,1006.8,10.6,13.8,999,99,99
"873",2024,"02","06","16","18",20,2.1,99,99,99,99,999,1006.9,10.9,13.8,999,99,99
"874",2024,"02","06","17","18",350,2.1,99,99,99,99,999,1007.2,11.3,13.8,999,99,99
"875",2024,"02","06","18","18",20,1.5,99,99,99,99,999,1007.3,11.3,13.9,999,99,99
"876",2024,"02","06","19","18",80,0.5,99,99,99,99,999,1007.3,11.6,14,999,99,99
"877",2024,"02","06","20","18",260,1.5,99,99,99,99,999,1006.6,12.1,14.1,999,99,99
"878",2024,"02","06","21","18",260,3.6,99,99,99,99,999,1005.8,12,14.4,999,99,99
"879",2024,"02","06","22","18",280,5.1,99,99,99,99,999,1005.3,12.4,14.3,999,99,99
"880",2024,"02","07","01","19",300,7.2,99,99,99,99,999,1005.4,12.6,14,999,99,99
"881",2024,"02","07","02","19",300,9.3,99,99,99,99,999,1005.9,12.5,13.9,999,99,99
"882",2024,"02","07","03","19",300,7.2,99,99,99,99,999,1006.6,12.5,13.9,999,99,99
"883",2024,"02","07","04","19",310,10.8,99,99,99,99,999,1007.2,12.5,13.9,999,99,99
"884",2024,"02","07","05","19",300,9.3,99,99,99,99,999,1007.5,12.6,13.8,999,99,99
"885",2024,"02","07","06","19",300,8.8,99,99,99,99,999,1008,12.5,13.8,999,99,99
"886",2024,"02","07","07","19",300,12.9,99,99,99,99,999,1008.5,12.6,13.8,999,99,99
"887",2024,"02","07","08","19",290,13.4,99,99,99,99,999,1009.1,12.4,13.8,999,99,99
"888",2024,"02","07","09","19",300,8.8,99,99,99,99,999,1009.6,12.5,13.8,999,99,99
"889",2024,"02","07","10","19",300,9.8,99,99,99,99,999,1010.1,12.5,13.8,999,99,99
"890",2024,"02","07","11","19",300,11.8,99,99,99,99,999,1010.1,12.3,13.8,999,99,99
"891",2024,"02","07","12","19",280,7.2,99,99,99,99,999,1010.5,12,13.8,999,99,99
"892",2024,"02","07","13","19",270,6.2,99,99,99,99,999,1010.7,11.7,13.8,999,99,99
"893",2024,"02","07","14","19",290,8.2,99,99,99,99,999,1010.8,12.2,13.6,999,99,99
"894",2024,"02","07","15","19",250,6.2,99,99,99,99,999,1011.6,11.2,13.7,999,99,99
"895",2024,"02","07","16","19",220,2.6,99,99,99,99,999,1012.6,10.6,13.6,999,99,99
"896",2024,"02","07","17","19",230,5.1,99,99,99,99,999,1012.7,11.6,13.6,999,99,99
"897",2024,"02","07","18","19",200,4.6,99,99,99,99,999,1012.3,11,13.6,999,99,99
"898",2024,"02","07","19","19",200,8.8,99,99,99,99,999,1011.5,10.9,13.6,999,99,99
"899",2024,"02","07","20","19",170,10.3,99,99,99,99,999,1009.2,11.2,13.6,999,99,99
"900",2024,"02","07","21","19",300,12.4,99,99,99,99,999,1008.7,10.1,13.7,999,99,99
"901",2024,"02","07","22","19",280,6.7,99,99,99,99,999,1009.2,10.7,13.7,999,99,99
"902",2024,"02","07","23","19",280,10.8,99,99,99,99,999,1008.5,11.5,13.8,999,99,99
"903",2024,"02","08","00","19",320,10.8,99,99,99,99,999,1008.8,11.7,13.8,999,99,99
"904",2024,"02","08","01","19",300,7.7,99,99,99,99,999,1010.4,9.3,13.8,999,99,99
"905",2024,"02","08","02","19",280,11.3,99,99,99,99,999,1009.8,11.3,13.8,999,99,99
"906",2024,"02","08","03","19",290,12.4,99,99,99,99,999,1010.3,11.3,13.8,999,99,99
"907",2024,"02","08","04","19",290,11.3,99,99,99,99,999,1010.7,11.4,13.9,999,99,99
"908",2024,"02","08","05","19",290,12.9,99,99,99,99,999,1011.2,11.4,13.9,999,99,99
"909",2024,"02","08","06","19",290,11.8,99,99,99,99,999,1011.7,11.6,13.9,999,99,99
"910",2024,"02","08","07","19",290,11.3,99,99,99,99,999,1012.4,11.7,13.9,999,99,99
"911",2024,"02","08","08","09",300,12.9,99,99,99,99,999,1012.8,11.8,13.8,999,99,99
"912",2024,"02","08","09","19",320,6.7,99,99,99,99,999,1013.4,10.5,13.8,999,99,99
"913",2024,"02","08","10","19",320,5.1,99,99,99,99,999,1013.8,10.6,13.8,999,99,99
"914",2024,"02","08","11","19",330,4.1,99,99,99,99,999,1014,10.7,13.8,999,99,99
"915",2024,"02","08","12","19",50,2.1,99,99,99,99,999,1014.2,10.2,13.8,999,99,99
"916",2024,"02","08","13","19",10,2.6,99,99,99,99,999,1014.4,10.3,13.8,999,99,99
"917",2024,"02","08","14","19",80,3.1,99,99,99,99,999,1014.9,10.2,13.8,999,99,99
"918",2024,"02","08","15","19",100,4.6,99,99,99,99,999,1015.7,9.8,13.8,999,99,99
"919",2024,"02","08","16","19",130,1.5,99,99,99,99,999,1016.2,10.2,13.8,999,99,99
"920",2024,"02","08","17","19",270,3.6,99,99,99,99,999,1016.9,10.7,13.8,999,99,99
"921",2024,"02","08","18","19",290,2.6,99,99,99,99,999,1017.5,10.9,13.9,999,99,99
"922",2024,"02","08","19","19",280,2.6,99,99,99,99,999,1018,10.9,13.9,999,99,99
"923",2024,"02","08","20","19",280,3.6,99,99,99,99,999,1018,11.1,14,999,99,99
"924",2024,"02","08","21","19",250,2.6,99,99,99,99,999,1017.6,11,14,999,99,99
"925",2024,"02","08","22","19",290,2.1,99,99,99,99,999,1017.8,10.9,14,999,99,99
"926",2024,"02","08","23","19",280,4.6,99,99,99,99,999,1017.8,11.5,14,999,99,99
"927",2024,"02","09","00","19",280,9.3,99,99,99,99,999,1017.8,11.9,13.9,999,99,99
"928",2024,"02","09","01","19",300,7.7,99,99,99,99,999,1017.7,12.2,13.8,999,99,99
"929",2024,"02","09","02","19",310,7.7,99,99,99,99,999,1018.1,12,13.8,999,99,99
"930",2024,"02","09","03","19",310,7.2,99,99,99,99,999,1018.5,12,13.8,999,99,99
"931",2024,"02","09","04","19",310,5.7,99,99,99,99,999,1018.5,11.6,13.7,999,99,99
"932",2024,"02","09","05","19",350,2.1,99,99,99,99,999,1018.9,11.5,13.7,999,99,99
"933",2024,"02","09","06","19",350,2.1,99,99,99,99,999,1019.1,11.3,13.6,999,99,99
"934",2024,"02","09","07","19",10,4.6,99,99,99,99,999,1019.6,10.9,13.6,999,99,99
"935",2024,"02","09","08","19",10,3.1,99,99,99,99,999,1019.8,10.8,13.6,999,99,99
"936",2024,"02","09","09","19",20,2.6,99,99,99,99,999,1019.9,10.6,13.6,999,99,99
"937",2024,"02","09","10","19",70,3.6,99,99,99,99,999,1020,10.5,13.6,999,99,99
"938",2024,"02","09","11","19",60,4.6,99,99,99,99,999,1020.1,10,13.6,999,99,99
"939",2024,"02","09","12","19",70,6.7,99,99,99,99,999,1019.9,9.5,13.7,999,99,99
"940",2024,"02","09","13","19",50,3.1,99,99,99,99,999,1020.8,9.6,13.7,999,99,99
"941",2024,"02","09","14","19",40,3.6,99,99,99,99,999,1021,9.3,13.6,999,99,99
"942",2024,"02","09","15","19",80,5.1,99,99,99,99,999,1021.1,8.5,13.7,999,99,99
"943",2024,"02","09","16","19",80,5.7,99,99,99,99,999,1021.4,8.9,13.7,999,99,99
"944",2024,"02","09","17","19",60,4.6,99,99,99,99,999,1021.9,8.7,13.7,999,99,99
"945",2024,"02","09","18","19",30,3.1,99,99,99,99,999,1022.3,9.2,13.7,999,99,99
"946",2024,"02","09","19","19",0,0,99,99,99,99,999,1022.1,10.2,13.8,999,99,99
"947",2024,"02","09","20","19",0,0,99,99,99,99,999,1021.9,11,13.9,999,99,99
"948",2024,"02","09","21","19",250,2.1,99,99,99,99,999,1021.3,11.1,14,999,99,99
"949",2024,"02","09","22","19",290,5.1,99,99,99,99,999,1020.4,12.1,14.1,999,99,99
"950",2024,"02","09","23","19",290,8.8,99,99,99,99,999,1019.9,12.1,13.9,999,99,99
"951",2024,"02","10","00","19",290,7.7,99,99,99,99,999,1019.6,12.2,13.8,999,99,99
"952",2024,"02","10","01","19",300,11.8,99,99,99,99,999,1019.6,12.1,13.8,999,99,99
"953",2024,"02","10","02","19",300,11.3,99,99,99,99,999,1019.8,12,13.7,999,99,99
"954",2024,"02","10","03","19",310,9.3,99,99,99,99,999,1020.1,12,13.6,999,99,99
"955",2024,"02","10","04","19",310,7.7,99,99,99,99,999,1020.1,12,13.5,999,99,99
"956",2024,"02","10","05","19",310,7.2,99,99,99,99,999,1020.3,12,13.5,999,99,99
"957",2024,"02","10","06","19",310,7.2,99,99,99,99,999,1020.2,12,13.5,999,99,99
"958",2024,"02","10","07","19",310,7.2,99,99,99,99,999,1020.2,12.1,13.5,999,99,99
"959",2024,"02","10","08","19",310,4.6,99,99,99,99,999,1020.1,12.1,13.5,999,99,99
"960",2024,"02","10","09","19",310,6.7,99,99,99,99,999,1019.7,12.3,13.5,999,99,99
"961",2024,"02","10","10","19",320,7.2,99,99,99,99,999,1019.5,12.3,13.5,999,99,99
"962",2024,"02","10","11","19",320,7.7,99,99,99,99,999,1019.5,12.2,13.5,999,99,99
"963",2024,"02","10","12","19",350,4.1,99,99,99,99,999,1019.5,11.9,13.5,999,99,99
"964",2024,"02","10","13","19",350,4.6,99,99,99,99,999,1019.5,11.7,13.5,999,99,99
"965",2024,"02","10","14","19",320,2.6,99,99,99,99,999,1019.9,12.4,13.5,999,99,99
"966",2024,"02","10","15","19",320,4.6,99,99,99,99,999,1020,12.2,13.5,999,99,99
"967",2024,"02","10","16","19",350,2.6,99,99,99,99,999,1020.6,12,13.5,999,99,99
"968",2024,"02","10","18","19",360,3.1,99,99,99,99,999,1021.4,11.3,13.5,999,99,99
"969",2024,"02","10","20","19",0,0,99,99,99,99,999,1021.5,12.6,13.8,999,99,99
"970",2024,"02","10","21","19",250,1,99,99,99,99,999,1021.1,12.5,13.8,999,99,99
"971",2024,"02","10","22","19",270,1.5,99,99,99,99,999,1020.7,13,14,999,99,99
"972",2024,"02","11","00","19",290,6.7,99,99,99,99,999,1020.7,13.4,13.7,999,99,99
"973",2024,"02","11","01","19",300,7.2,99,99,99,99,999,1020.7,13.2,13.7,999,99,99
"974",2024,"02","11","02","09",290,8.2,99,99,99,99,999,1020.9,13,13.6,999,99,99
"975",2024,"02","11","03","09",290,8.2,99,99,99,99,999,1021.2,13,13.5,999,99,99
"976",2024,"02","11","04","09",300,8.2,99,99,99,99,999,1021.6,12.8,13.5,999,99,99
"977",2024,"02","11","05","19",320,6.7,99,99,99,99,999,1021.9,12.7,13.5,999,99,99
"978",2024,"02","11","06","19",320,5.1,99,99,99,99,999,1022.4,12.3,13.4,999,99,99
"979",2024,"02","11","07","19",320,5.1,99,99,99,99,999,1022.7,12.2,13.4,999,99,99
"980",2024,"02","11","08","19",360,4.6,99,99,99,99,999,1022.9,11.6,13.4,999,99,99
"981",2024,"02","11","09","19",20,3.6,99,99,99,99,999,1023,11.1,13.3,999,99,99
"982",2024,"02","11","10","19",20,3.1,99,99,99,99,999,1023,10.7,13.3,999,99,99
"983",2024,"02","11","11","19",30,2.1,99,99,99,99,999,1022.9,10.8,13.3,999,99,99
"984",2024,"02","11","12","19",80,3.6,99,99,99,99,999,1023.2,10.6,13.3,999,99,99
"985",2024,"02","11","13","19",60,3.6,99,99,99,99,999,1023.6,9.8,13.3,999,99,99
"986",2024,"02","11","14","19",70,5.7,99,99,99,99,999,1023.9,9.3,13.3,999,99,99
"987",2024,"02","11","15","19",80,6.7,99,99,99,99,999,1024.3,9.1,13.3,999,99,99
"988",2024,"02","11","16","19",50,6.2,99,99,99,99,999,1024.9,9.4,13.3,999,99,99
"989",2024,"02","11","17","19",60,6.7,99,99,99,99,999,1024.8,9.4,13.3,999,99,99
"990",2024,"02","11","18","19",60,5.1,99,99,99,99,999,1024.7,9.7,13.3,999,99,99
"991",2024,"02","11","19","19",40,3.1,99,99,99,99,999,1024.5,10.2,13.4,999,99,99
"992",2024,"02","11","20","19",340,1.5,99,99,99,99,999,1024,11.2,13.5,999,99,99
"993",2024,"02","11","21","19",280,4.6,99,99,99,99,999,1023.2,11.4,13.6,999,99,99
"994",2024,"02","11","22","19",300,8.2,99,99,99,99,999,1022.8,12.2,13.6,999,99,99
"995",2024,"02","11","23","19",290,8.2,99,99,99,99,999,1022.9,12.4,13.5,999,99,99
"996",2024,"02","12","00","19",290,8.8,99,99,99,99,999,1023,12.5,13.5,999,99,99
"997",2024,"02","12","01","19",290,6.7,99,99,99,99,999,1022.7,12.5,13.4,999,99,99
"998",2024,"02","12","02","19",290,6.7,99,99,99,99,999,1022.9,12.3,13.4,999,99,99
"999",2024,"02","12","03","19",300,5.7,99,99,99,99,999,1023.1,12.4,13.5,999,99,99
"1000",2024,"02","12","04","19",310,5.1,99,99,99,99,999,1023.3,12.4,13.4,999,99,99
"1001",2024,"02","12","05","19",310,3.6,99,99,99,99,999,1023.6,12.4,13.4,999,99,99
"1002",2024,"02","12","06","19",0,0,99,99,99,99,999,1023.4,12.3,13.4,999,99,99
"1003",2024,"02","12","07","19",60,2.1,99,99,99,99,999,1023.4,12.5,13.4,999,99,99
"1004",2024,"02","12","08","19",50,2.6,99,99,99,99,999,1023.3,12,13.4,999,99,99
"1005",2024,"02","12","09","19",360,3.1,99,99,99,99,999,1023.1,11.4,13.4,999,99,99
"1006",2024,"02","12","10","19",10,3.6,99,99,99,99,999,1022.8,11.3,13.4,999,99,99
"1007",2024,"02","12","11","19",70,3.1,99,99,99,99,999,1022.2,10.9,13.4,999,99,99
"1008",2024,"02","12","12","19",60,4.6,99,99,99,99,999,1021.7,9.8,13.4,999,99,99
"1009",2024,"02","12","13","19",70,5.1,99,99,99,99,999,1021.6,9.7,13.5,999,99,99
"1010",2024,"02","12","14","19",70,5.7,99,99,99,99,999,1021.6,9.7,13.5,999,99,99
"1011",2024,"02","12","15","19",60,4.1,99,99,99,99,999,1021.9,9.4,13.5,999,99,99
"1012",2024,"02","12","16","19",50,4.6,99,99,99,99,999,1022.3,9.2,13.6,999,99,99
"1013",2024,"02","12","18","19",60,4.1,99,99,99,99,999,1022.6,10,13.6,999,99,99
"1014",2024,"02","12","19","19",60,3.1,99,99,99,99,999,1022.4,10.7,13.6,999,99,99
"1015",2024,"02","12","20","19",10,1.5,99,99,99,99,999,1021.5,12,13.7,999,99,99
"1016",2024,"02","12","21","19",290,2.6,99,99,99,99,999,1020.4,12,13.8,999,99,99
"1017",2024,"02","12","22","19",290,5.7,99,99,99,99,999,1019.7,12.3,13.9,999,99,99
"1018",2024,"02","12","23","19",290,4.6,99,99,99,99,999,1019.3,12.5,13.9,999,99,99
"1019",2024,"02","13","00","19",280,5.7,99,99,99,99,999,1019.3,12.7,13.8,999,99,99
"1020",2024,"02","13","01","19",270,4.6,99,99,99,99,999,1019,12.7,13.8,999,99,99
"1021",2024,"02","13","02","19",280,5.1,99,99,99,99,999,1019.3,12.6,13.8,999,99,99
"1022",2024,"02","13","03","19",290,3.6,99,99,99,99,999,1019.6,12.8,13.8,999,99,99
"1023",2024,"02","13","04","19",300,4.6,99,99,99,99,999,1019.1,12.8,13.7,999,99,99
"1024",2024,"02","13","05","19",320,5.1,99,99,99,99,999,1019,12.8,13.7,999,99,99
"1025",2024,"02","13","06","19",310,6.7,99,99,99,99,999,1018.6,12.2,13.7,999,99,99
"1026",2024,"02","13","07","19",320,6.2,99,99,99,99,999,1018.6,12.3,13.7,999,99,99
"1027",2024,"02","13","08","19",10,5.1,99,99,99,99,999,1018.4,11.5,13.6,999,99,99
"1028",2024,"02","13","09","19",360,3.1,99,99,99,99,999,1018.6,11.1,13.6,999,99,99
"1029",2024,"02","13","10","19",20,2.1,99,99,99,99,999,1018,11,13.5,999,99,99
"1030",2024,"02","13","11","19",50,2.1,99,99,99,99,999,1017.9,10.7,13.6,999,99,99
"1031",2024,"02","13","12","19",70,3.1,99,99,99,99,999,1017.5,10.6,13.6,999,99,99
"1032",2024,"02","13","13","19",80,4.1,99,99,99,99,999,1017.4,10.5,13.6,999,99,99
"1033",2024,"02","13","14","19",70,5.1,99,99,99,99,999,1017.7,10.2,13.6,999,99,99
"1034",2024,"02","13","15","19",30,2.6,99,99,99,99,999,1018.5,10.3,13.6,999,99,99
"1035",2024,"02","13","16","19",50,3.6,99,99,99,99,999,1018.9,10.1,13.6,999,99,99
"1036",2024,"02","13","17","19",90,5.7,99,99,99,99,999,1018.4,9.6,13.6,999,99,99
"1037",2024,"02","13","18","19",80,4.1,99,99,99,99,999,1018.4,10.7,13.6,999,99,99
"1038",2024,"02","13","19","19",70,1,99,99,99,99,999,1018.6,12.2,13.6,999,99,99
"1039",2024,"02","13","21","09",260,3.1,99,99,99,99,999,1017.4,12,13.8,999,99,99
"1040",2024,"02","13","22","19",280,6.2,99,99,99,99,999,1017,12.8,13.7,999,99,99
"1041",2024,"02","13","23","19",270,6.7,99,99,99,99,999,1016.7,12.7,13.6,999,99,99
"1042",2024,"02","14","00","19",290,8.2,99,99,99,99,999,1016.8,13.1,13.5,999,99,99
"1043",2024,"02","14","01","19",290,7.7,99,99,99,99,999,1017,13,13.5,999,99,99
"1044",2024,"02","14","02","19",290,5.7,99,99,99,99,999,1017.4,12.9,13.5,999,99,99
"1045",2024,"02","14","03","19",280,5.7,99,99,99,99,999,1017.6,12.9,13.5,999,99,99
"1046",2024,"02","14","04","09",290,5.1,99,99,99,99,999,1017.7,13,13.4,999,99,99
"1047",2024,"02","14","05","19",300,7.2,99,99,99,99,999,1018,12.8,13.4,999,99,99
"1048",2024,"02","14","06","19",320,4.6,99,99,99,99,999,1018,12.5,13.4,999,99,99
"1049",2024,"02","14","07","19",310,4.6,99,99,99,99,999,1018.4,12.4,13.3,999,99,99
"1050",2024,"02","14","08","19",350,1.5,99,99,99,99,999,1018.4,12,13.3,999,99,99
"1051",2024,"02","14","09","19",360,1.5,99,99,99,99,999,1018.3,12,13.3,999,99,99
"1052",2024,"02","14","10","19",350,1,99,99,99,99,999,1018.3,11.8,13.3,999,99,99
"1053",2024,"02","14","11","19",40,2.1,99,99,99,99,999,1018.1,11.8,13.3,999,99,99
"1054",2024,"02","14","12","19",100,1,99,99,99,99,999,1018.5,11.6,13.3,999,99,99
"1055",2024,"02","14","13","19",200,4.1,99,99,99,99,999,1018.9,11.3,13.3,999,99,99
"1056",2024,"02","14","14","19",210,2.1,99,99,99,99,999,1019.3,11.6,13.3,999,99,99
"1057",2024,"02","14","15","19",180,4.6,99,99,99,99,999,1019.9,11.8,13.3,999,99,99
"1058",2024,"02","14","16","19",110,5.1,99,99,99,99,999,1020.4,11.8,13.3,999,99,99
"1059",2024,"02","14","17","19",130,3.6,99,99,99,99,999,1022,11.2,13.3,999,99,99
"1060",2024,"02","14","18","19",110,4.6,99,99,99,99,999,1021.8,10.8,13.3,999,99,99
"1061",2024,"02","14","19","19",160,6.7,99,99,99,99,999,1020.7,12.3,13.4,999,99,99
"1062",2024,"02","14","20","19",180,6.7,99,99,99,99,999,1020.6,13.1,13.4,999,99,99
"1063",2024,"02","14","21","19",180,7.2,99,99,99,99,999,1019.7,13.5,13.5,999,99,99
"1064",2024,"02","14","22","19",180,9.3,99,99,99,99,999,1019,13.5,13.5,999,99,99
"1065",2024,"02","14","23","19",180,9.8,99,99,99,99,999,1018.6,13.3,13.5,999,99,99
"1066",2024,"02","15","00","19",170,10.3,99,99,99,99,999,1018.7,12.8,13.5,999,99,99
"1067",2024,"02","15","01","19",180,10.3,99,99,99,99,999,1018.4,13.2,13.5,999,99,99
"1068",2024,"02","15","02","19",170,12.4,99,99,99,99,999,1018.7,13.3,13.5,999,99,99
"1069",2024,"02","15","03","19",170,8.8,99,99,99,99,999,1018.8,13.4,13.4,999,99,99
"1070",2024,"02","15","04","19",180,9.8,99,99,99,99,999,1019.2,13.5,13.4,999,99,99
"1071",2024,"02","15","05","19",280,7.2,99,99,99,99,999,1020.8,12.1,13.4,999,99,99
"1072",2024,"02","15","06","19",260,3.1,99,99,99,99,999,1021.5,12.2,13.4,999,99,99
"1073",2024,"02","15","07","19",200,3.6,99,99,99,99,999,1022.1,12.8,13.4,999,99,99
"1074",2024,"02","15","08","19",210,2.1,99,99,99,99,999,1022.1,12.8,13.4,999,99,99
"1075",2024,"02","15","09","19",190,2.6,99,99,99,99,999,1022.2,12.8,13.3,999,99,99
"1076",2024,"02","15","10","19",130,2.6,99,99,99,99,999,1021.9,12.8,13.3,999,99,99
"1077",2024,"02","15","11","19",90,4.1,99,99,99,99,999,1022.1,12.3,13.5,999,99,99
"1078",2024,"02","15","12","19",100,1.5,99,99,99,99,999,1022.2,12.3,13.4,999,99,99
"1079",2024,"02","15","13","19",40,5.1,99,99,99,99,999,1022.2,12.2,13.3,999,99,99
"1080",2024,"02","15","14","19",60,4.6,99,99,99,99,999,1022.5,11.6,13.3,999,99,99
"1081",2024,"02","15","15","19",50,4.1,99,99,99,99,999,1022.9,11.5,13.4,999,99,99
"1082",2024,"02","15","16","19",50,2.1,99,99,99,99,999,1024.6,11.5,13.4,999,99,99
"1083",2024,"02","15","17","19",40,4.6,99,99,99,99,999,1024.7,11.3,13.4,999,99,99
"1084",2024,"02","15","18","19",30,4.6,99,99,99,99,999,1024.9,11,13.4,999,99,99
"1085",2024,"02","15","19","19",30,2.6,99,99,99,99,999,1025.5,11.9,13.6,999,99,99
"1086",2024,"02","15","20","09",10,3.1,99,99,99,99,999,1024.2,12.5,13.7,999,99,99
"1087",2024,"02","15","20","59",340,2.1,99,99,99,99,999,1023.9,13.3,13.8,999,99,99
"1088",2024,"02","15","21","59",300,2.6,99,99,99,99,999,1023.2,13.8,14.1,999,99,99
"1089",2024,"02","15","22","59",300,3.1,99,99,99,99,999,1022.7,13.8,13.9,999,99,99
"1090",2024,"02","15","23","59",290,5.7,99,99,99,99,999,1022.5,13.7,13.7,999,99,99
"1091",2024,"02","16","00","59",300,6.7,99,99,99,99,999,1022.5,13.9,13.8,999,99,99
"1092",2024,"02","16","21","19",0,0,99,99,99,99,999,1020.9,14.7,13.8,999,99,99
"1093",2024,"02","16","22","19",50,0.5,99,99,99,99,999,1020.1,14.6,13.8,999,99,99
"1094",2024,"02","16","23","19",0,0,99,99,99,99,999,1020,14,13.8,999,99,99
"1095",2024,"02","17","00","19",30,1,99,99,99,99,999,1019.6,14,13.8,999,99,99
"1096",2024,"02","17","01","19",0,0,99,99,99,99,999,1019.8,13.7,13.8,999,99,99
"1097",2024,"02","17","02","19",100,1,99,99,99,99,999,1018.9,13.6,13.8,999,99,99
"1098",2024,"02","17","03","19",140,0.5,99,99,99,99,999,1019.3,13.5,14,999,99,99
"1099",2024,"02","17","04","19",150,2.6,99,99,99,99,999,1019,13.5,13.6,999,99,99
"1100",2024,"02","17","05","19",0,0,99,99,99,99,999,1019.4,13.5,13.6,999,99,99
"1101",2024,"02","17","06","19",0,0,99,99,99,99,999,1018.8,13.4,13.6,999,99,99
"1102",2024,"02","17","07","19",60,1.5,99,99,99,99,999,1018.6,13.2,13.6,999,99,99
"1103",2024,"02","17","08","19",110,2.1,99,99,99,99,999,1018.2,13.4,13.6,999,99,99
"1104",2024,"02","17","09","19",120,3.1,99,99,99,99,999,1018.5,13,13.6,999,99,99
"1105",2024,"02","17","10","19",130,2.6,99,99,99,99,999,1017.7,13.4,13.5,999,99,99
"1106",2024,"02","17","11","19",160,4.1,99,99,99,99,999,1016.7,13.5,13.5,999,99,99
"1107",2024,"02","17","12","19",110,3.1,99,99,99,99,999,1016.7,12.6,13.6,999,99,99
"1108",2024,"02","17","13","19",140,5.7,99,99,99,99,999,1016.6,13,13.6,999,99,99
"1109",2024,"02","17","14","19",150,3.6,99,99,99,99,999,1016.2,13.6,13.6,999,99,99
"1110",2024,"02","17","15","19",150,5.1,99,99,99,99,999,1016.8,13.5,13.6,999,99,99
"1111",2024,"02","17","16","19",80,4.1,99,99,99,99,999,1016.8,12.8,13.6,999,99,99
"1112",2024,"02","17","17","19",170,7.2,99,99,99,99,999,1017,14,13.6,999,99,99
"1113",2024,"02","17","18","19",110,5.7,99,99,99,99,999,1016.9,13,13.6,999,99,99
"1114",2024,"02","17","19","19",150,7.7,99,99,99,99,999,1016.9,13.9,13.6,999,99,99
"1115",2024,"02","17","20","19",160,9.8,99,99,99,99,999,1014.5,13.9,13.6,999,99,99
"1116",2024,"02","17","21","19",100,2.6,99,99,99,99,999,1013.7,13.4,13.5,999,99,99
"1117",2024,"02","17","22","19",170,13.4,99,99,99,99,999,1013.1,13.9,13.5,999,99,99
"1118",2024,"02","17","23","19",40,4.1,99,99,99,99,999,1012.6,14.2,13.5,999,99,99
"1119",2024,"02","18","00","19",190,12.4,99,99,99,99,999,1011.5,13.8,13.5,999,99,99
"1120",2024,"02","18","01","19",170,11.8,99,99,99,99,999,1012.3,13.5,13.5,999,99,99
"1121",2024,"02","18","02","19",170,12.4,99,99,99,99,999,1012.4,13.3,13.5,999,99,99
"1122",2024,"02","18","03","19",180,14.4,99,99,99,99,999,1013.2,13.3,13.5,999,99,99
"1123",2024,"02","18","04","19",170,11.8,99,99,99,99,999,1014,13.4,13.5,999,99,99
"1124",2024,"02","18","05","19",180,11.3,99,99,99,99,999,1014.4,13.6,13.5,999,99,99
"1125",2024,"02","18","06","19",180,7.7,99,99,99,99,999,1015,13.8,13.5,999,99,99
"1126",2024,"02","18","07","19",190,8.2,99,99,99,99,999,1015.6,13.9,13.5,999,99,99
"1127",2024,"02","18","08","19",180,6.2,99,99,99,99,999,1015.9,13.9,13.5,999,99,99
"1128",2024,"02","18","09","19",180,5.1,99,99,99,99,999,1015.7,13.8,13.5,999,99,99
